"","Date","Code","Level","Sector","QoQ","YoY"
"659",1998-09-30,"P",24353,"EDUCATION",-0.127132545931758,-1.51251668216929
"660",1998-09-30,"Q",19723,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.7226262313683,1.93818482530494
"661",1998-09-30,"R",6928,"ARTS, ENTERTAINMENT AND RECREATION",14.777998674619,19.448275862069
"662",1998-09-30,"S",6449,"OTHER SERVICE ACTIVITIES",1.1132016306052,3.91556558169512
"663",1998-09-30,"T",923,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-0.752688172043008,-1.28342245989305
"664",1998-09-30,"DE",10202,NA,-0.0293973542381138,2.30645808263137
"665",1998-09-30,"AB",13949,NA,-0.923361034164358,0.64939750342738
"666",1998-12-31,"TOTAL",329342,NA,1.00191673694702,3.58458223906651
"667",1998-12-31,"C",47026,"MANUFACTURING",-0.551948738553932,-0.995810438114489
"668",1998-12-31,"F",22978,"CONSTRUCTION",1.06439127375089,-0.0174049255939508
"669",1998-12-31,"G",35539,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.93024723226065,2.85358724278643
"670",1998-12-31,"H",15533,"TRANSPORTATION AND STORAGE",1.39033942558746,1.68903436988543
"671",1998-12-31,"I",9649,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.76919799765682,-0.689584191025119
"672",1998-12-31,"J",11977,"INFORMATION AND COMMUNICATION",6.84210526315789,12.7459286453921
"673",1998-12-31,"K",21385,"FINANCIAL AND INSURANCE ACTIVITIES",-3.01147444328541,21.079152983807
"674",1998-12-31,"L",41484,"REAL ESTATE ACTIVITIES",0.409052402275194,1.03509583769696
"675",1998-12-31,"M",15820,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.80835317588004,11.7310544529981
"676",1998-12-31,"N",9853,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",4.45245415032333,5.53770351328191
"677",1998-12-31,"O",23604,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.144251166737376,0.434005616543274
"678",1998-12-31,"P",24476,"EDUCATION",0.505071243789274,-1.07909307682981
"679",1998-12-31,"Q",20029,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.55148811032804,3.52509432987027
"680",1998-12-31,"R",6651,"ARTS, ENTERTAINMENT AND RECREATION",-3.99826789838336,4.822695035461
"681",1998-12-31,"S",6649,"OTHER SERVICE ACTIVITIES",3.10125600868352,2.81428792330291
"682",1998-12-31,"T",915,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-0.866738894907897,-1.5069967707212
"683",1998-12-31,"DE",10363,NA,1.57812193687512,4.45519604878541
"684",1998-12-31,"AB",14059,NA,0.788586995483541,1.33342943635577
"685",1999-03-31,"TOTAL",330975,NA,0.495837154082992,3.16275387435012
"686",1999-03-31,"C",46955,"MANUFACTURING",-0.150980308765369,-1.61547165067259
"687",1999-03-31,"F",23065,"CONSTRUCTION",0.378623030725038,-1.47372917556599
"688",1999-03-31,"G",35199,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-0.956695461324173,4.52871651719427
"689",1999-03-31,"H",15805,"TRANSPORTATION AND STORAGE",1.75111053885277,4.21337201635237
"690",1999-03-31,"I",9747,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.01564929008187,2.79476903606835
"691",1999-03-31,"J",12155,"INFORMATION AND COMMUNICATION",1.48618184854303,17.906683480454
"692",1999-03-31,"K",21664,"FINANCIAL AND INSURANCE ACTIVITIES",1.3046527940145,1.29517931453687
"693",1999-03-31,"L",42259,"REAL ESTATE ACTIVITIES",1.86819014559829,2.1908930428264
"694",1999-03-31,"M",15669,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-0.954487989886218,7.73514851485149
"695",1999-03-31,"N",9932,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0.801786257992504,10.0864553314121
"696",1999-03-31,"O",23584,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.0847314014573897,0.336098702403746
"697",1999-03-31,"P",24838,"EDUCATION",1.4789998365746,2.27712579781758
"698",1999-03-31,"Q",20188,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.793848919067358,3.30041447065446
"699",1999-03-31,"R",6445,"ARTS, ENTERTAINMENT AND RECREATION",-3.0972786047211,4.88201790073231
"700",1999-03-31,"S",6448,"OTHER SERVICE ACTIVITIES",-3.02301097909459,2.38170847888219
"701",1999-03-31,"T",858,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-6.22950819672131,-7.54310344827587
"702",1999-03-31,"DE",10291,NA,-0.694779504004629,2.26572592666203
"703",1999-03-31,"AB",14513,NA,3.22924816843305,4.26005747126436
"704",1999-06-30,"TOTAL",331249,NA,0.0827857088903983,2.42449166378074
"705",1999-06-30,"C",47041,"MANUFACTURING",0.183154083697161,-0.918339406449448
"706",1999-06-30,"F",23071,"CONSTRUCTION",0.026013440277481,1.35307296929228
"707",1999-06-30,"G",34547,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-1.852325350152,0.870098397033487
"708",1999-06-30,"H",16079,"TRANSPORTATION AND STORAGE",1.73362859854475,5.42915218674185
"709",1999-06-30,"I",9884,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.40556068533908,5.53064275037369
"710",1999-06-30,"J",12482,"INFORMATION AND COMMUNICATION",2.69025092554504,15.4351243873116
"711",1999-06-30,"K",21446,"FINANCIAL AND INSURANCE ACTIVITIES",-1.00627769571639,-0.76809180085138
"712",1999-06-30,"L",42159,"REAL ESTATE ACTIVITIES",-0.236635982867554,1.9910005806077
"713",1999-06-30,"M",15631,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-0.242517071925462,1.23704663212436
"714",1999-06-30,"N",10110,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.79218687072091,7.00677392040643
"715",1999-06-30,"O",23553,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.131445047489819,0.748567028830522
"716",1999-06-30,"P",24604,"EDUCATION",-0.942104839359047,0.902230971128603
"717",1999-06-30,"Q",20054,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.663760649891017,3.42977977203569
"718",1999-06-30,"R",6248,"ARTS, ENTERTAINMENT AND RECREATION",-3.0566330488751,3.51225977468521
"719",1999-06-30,"S",6724,"OTHER SERVICE ACTIVITIES",4.28039702233252,5.42489808717465
"720",1999-06-30,"T",974,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",13.5198135198135,4.73118279569893
"721",1999-06-30,"DE",10412,NA,1.1757846662132,2.02841744243018
"722",1999-06-30,"AB",14639,NA,0.868187142561851,3.97755522409263
"723",1999-09-30,"TOTAL",336156,NA,1.48136296260517,3.09162002606762
"724",1999-09-30,"C",48004,"MANUFACTURING",2.04715035819815,1.51627297142977
"725",1999-09-30,"F",23460,"CONSTRUCTION",1.6860994321876,3.18437719915552
"726",1999-09-30,"G",34135,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-1.19257822676354,-2.09659840532323
"727",1999-09-30,"H",16378,"TRANSPORTATION AND STORAGE",1.85956838111822,6.90600522193212
"728",1999-09-30,"I",9986,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.0319708619992,6.35850463308128
"729",1999-09-30,"J",13453,"INFORMATION AND COMMUNICATION",7.77920205095337,20.0089206066012
"730",1999-09-30,"K",21251,"FINANCIAL AND INSURANCE ACTIVITIES",-0.909260468152567,-3.61921175563518
"731",1999-09-30,"L",43231,"REAL ESTATE ACTIVITIES",2.54275480917478,4.63754084472951
"732",1999-09-30,"M",15870,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.52901285906214,2.13012420361672
"733",1999-09-30,"N",10248,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.36498516320475,8.63988126788932
"734",1999-09-30,"O",23670,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.49675200611388,0.424268137462875
"735",1999-09-30,"P",24701,"EDUCATION",0.394244838237682,1.42898205559889
"736",1999-09-30,"Q",20282,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.13693028822179,2.83425442376921
"737",1999-09-30,"R",6081,"ARTS, ENTERTAINMENT AND RECREATION",-2.67285531370038,-12.2257505773672
"738",1999-09-30,"S",6527,"OTHER SERVICE ACTIVITIES",-2.92980368828078,1.20948984338658
"739",1999-09-30,"T",948,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-2.6694045174538,2.70855904658723
"740",1999-09-30,"DE",10589,NA,1.69996158278909,3.79337384826503
"741",1999-09-30,"AB",15162,NA,3.57264840494568,8.69596386837766
"742",1999-12-31,"TOTAL",340819,NA,1.38715358345529,3.48482732235792
"743",1999-12-31,"C",48148,"MANUFACTURING",0.299975002083158,2.38591417513716
"744",1999-12-31,"F",23451,"CONSTRUCTION",-0.038363171355499,2.05849073026374
"745",1999-12-31,"G",34464,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.9638201259704,-3.02484594389263
"746",1999-12-31,"H",16379,"TRANSPORTATION AND STORAGE",0.00610575161803695,5.44646880834352
"747",1999-12-31,"I",10190,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.0428600040056,5.60679863198258
"748",1999-12-31,"J",13829,"INFORMATION AND COMMUNICATION",2.794915632201,15.4629706938298
"749",1999-12-31,"K",22184,"FINANCIAL AND INSURANCE ACTIVITIES",4.39038162909982,3.73626373626375
"750",1999-12-31,"L",43556,"REAL ESTATE ACTIVITIES",0.75177534639495,4.99469675055444
"751",1999-12-31,"M",16610,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4.66288594833017,4.99367888748419
"752",1999-12-31,"N",10726,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",4.66432474629197,8.86024561047395
"753",1999-12-31,"O",23767,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.409801436417396,0.690560921877648
"754",1999-12-31,"P",25087,"EDUCATION",1.56268976964495,2.49632292858311
"755",1999-12-31,"Q",20609,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.61226703480919,2.89580108842178
"756",1999-12-31,"R",6174,"ARTS, ENTERTAINMENT AND RECREATION",1.52935372471632,-7.17185385656293
"757",1999-12-31,"S",6165,"OTHER SERVICE ACTIVITIES",-5.54619273785812,-7.27929011881486
"758",1999-12-31,"T",1021,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",7.70042194092827,11.5846994535519
"759",1999-12-31,"DE",10713,NA,1.17102653697232,3.37740036668919
"760",1999-12-31,"AB",15356,NA,1.27951457591347,9.22540721246176
"761",2000-03-31,"TOTAL",344364,NA,1.04014154140468,4.04532064355314
"762",2000-03-31,"C",48214,"MANUFACTURING",0.137077344853381,2.68129059738047
"763",2000-03-31,"F",23837,"CONSTRUCTION",1.64598524583172,3.34706264903532
"764",2000-03-31,"G",34328,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-0.39461467038069,-2.47450211653741
"765",2000-03-31,"H",17058,"TRANSPORTATION AND STORAGE",4.14555223151596,7.92787092692187
"766",2000-03-31,"I",10430,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.35525024533855,7.00728429260285
"767",2000-03-31,"J",14646,"INFORMATION AND COMMUNICATION",5.90787475594765,20.4936240230358
"768",2000-03-31,"K",22422,"FINANCIAL AND INSURANCE ACTIVITIES",1.07284529390552,3.49889217134415
"769",2000-03-31,"L",44113,"REAL ESTATE ACTIVITIES",1.27881348149508,4.38723112236448
"770",2000-03-31,"M",16237,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-2.24563515954245,3.62499202246474
"771",2000-03-31,"N",10722,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-0.0372925601342473,7.95408779701974
"772",2000-03-31,"O",24023,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",1.07712374300502,1.8614314789688
"773",2000-03-31,"P",24925,"EDUCATION",-0.645752780324472,0.350269747966834
"774",2000-03-31,"Q",20918,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.49934494638264,3.61600951060035
"775",2000-03-31,"R",6586,"ARTS, ENTERTAINMENT AND RECREATION",6.67314544865565,2.18774243599688
"776",2000-03-31,"S",6806,"OTHER SERVICE ACTIVITIES",10.3974047039741,5.55210918114145
"777",2000-03-31,"T",947,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-7.24779627815867,10.3729603729604
"778",2000-03-31,"DE",10538,NA,-1.63352935685616,2.40015547565835
"779",2000-03-31,"AB",15472,NA,0.755405053399329,6.60786880727625
"780",2000-06-30,"TOTAL",347225,NA,0.830806936845903,4.82295795609949
"781",2000-06-30,"C",48308,"MANUFACTURING",0.19496411830589,2.69339512340298
"782",2000-06-30,"F",23553,"CONSTRUCTION",-1.19142509543985,2.08920289540981
"783",2000-06-30,"G",34505,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.515614075972962,-0.121573508553567
"784",2000-06-30,"H",16890,"TRANSPORTATION AND STORAGE",-0.984875131902925,5.04384601032402
"785",2000-06-30,"I",10060,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-3.54745925215724,1.78065560501821
"786",2000-06-30,"J",15783,"INFORMATION AND COMMUNICATION",7.76321179844327,26.4460823585964
"787",2000-06-30,"K",22451,"FINANCIAL AND INSURANCE ACTIVITIES",0.129337258050128,4.68618856663248
"788",2000-06-30,"L",44186,"REAL ESTATE ACTIVITIES",0.165484097658293,4.80798880428853
"789",2000-06-30,"M",16934,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4.2926649011517,8.33599897639306
"790",2000-06-30,"N",10887,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.53889199776161,7.68545994065282
"791",2000-06-30,"O",23958,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.270574033218168,1.71952617500955
"792",2000-06-30,"P",24970,"EDUCATION",0.180541624874621,1.48756299788653
"793",2000-06-30,"Q",21397,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2.289893871307,6.69691832053456
"794",2000-06-30,"R",6386,"ARTS, ENTERTAINMENT AND RECREATION",-3.03674460977832,2.20870678617158
"795",2000-06-30,"S",6730,"OTHER SERVICE ACTIVITIES",-1.11666176902733,0.0892325996430685
"796",2000-06-30,"T",1166,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",23.1256599788807,19.7125256673511
"797",2000-06-30,"DE",10846,NA,2.92275574112735,4.16826738378792
"798",2000-06-30,"AB",14992,NA,-3.10237849017581,2.41136689664594
"799",2000-09-30,"TOTAL",349109,NA,0.542587659298732,3.8532705053606
"800",2000-09-30,"C",48219,"MANUFACTURING",-0.184234495321689,0.447879343388053
"801",2000-09-30,"F",23015,"CONSTRUCTION",-2.28421007939541,-1.89684569479965
"802",2000-09-30,"G",34134,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-1.07520649181279,-0.0029295444558386
"803",2000-09-30,"H",17575,"TRANSPORTATION AND STORAGE",4.05565423327413,7.30858468677494
"804",2000-09-30,"I",10055,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-0.049701789264418,0.690967354296006
"805",2000-09-30,"J",16349,"INFORMATION AND COMMUNICATION",3.58613698282963,21.5267969969523
"806",2000-09-30,"K",22602,"FINANCIAL AND INSURANCE ACTIVITIES",0.6725758318115,6.35734788951108
"807",2000-09-30,"L",44442,"REAL ESTATE ACTIVITIES",0.579369030914776,2.80123059841317
"808",2000-09-30,"M",17135,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.18696114326207,7.97101449275361
"809",2000-09-30,"N",11337,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",4.13337007440066,10.6264637002342
"810",2000-09-30,"O",24026,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.283830035896159,1.50401351922265
"811",2000-09-30,"P",25027,"EDUCATION",0.228273928714458,1.31978462410429
"812",2000-09-30,"Q",21475,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.364537084638044,5.88206291292772
"813",2000-09-30,"R",6447,"ARTS, ENTERTAINMENT AND RECREATION",0.955214531788286,6.01874691662556
"814",2000-09-30,"S",6853,"OTHER SERVICE ACTIVITIES",1.82763744427933,4.99463765895511
"815",2000-09-30,"T",1098,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-5.83190394511149,15.8227848101266
"816",2000-09-30,"DE",10946,NA,0.921998893601312,3.37142317499293
"817",2000-09-30,"AB",14742,NA,-1.6675560298826,-2.77008310249307
"818",2000-12-31,"TOTAL",350605,NA,0.428519459538435,2.87131879384658
"819",2000-12-31,"C",48747,"MANUFACTURING",1.09500404404903,1.24408075101769
"820",2000-12-31,"F",23458,"CONSTRUCTION",1.92483163154465,0.0298494733700068
"821",2000-12-31,"G",34184,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.146481514032942,-0.812441968430818
"822",2000-12-31,"H",17367,"TRANSPORTATION AND STORAGE",-1.18349928876245,6.03211429269186
"823",2000-12-31,"I",10128,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.726006961710596,-0.608439646712469
"824",2000-12-31,"J",16632,"INFORMATION AND COMMUNICATION",1.73099272126736,20.2689999276882
"825",2000-12-31,"K",22224,"FINANCIAL AND INSURANCE ACTIVITIES",-1.67241837005575,0.180310133429501
"826",2000-12-31,"L",44482,"REAL ESTATE ACTIVITIES",0.0900049502722737,2.12599871429885
"827",2000-12-31,"M",17173,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.221768310475639,3.38952438290188
"828",2000-12-31,"N",11603,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2.34629972655907,8.17639380943503
"829",2000-12-31,"O",24100,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.307999667027389,1.40110236883073
"830",2000-12-31,"P",25229,"EDUCATION",0.80712830143446,0.566030214852304
"831",2000-12-31,"Q",21739,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.22933643771827,5.48304138968412
"832",2000-12-31,"R",6521,"ARTS, ENTERTAINMENT AND RECREATION",1.14782069179465,5.62034337544542
"833",2000-12-31,"S",6696,"OTHER SERVICE ACTIVITIES",-2.29096745950679,8.61313868613138
"834",2000-12-31,"T",1106,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",0.728597449908918,8.32517140058766
"835",2000-12-31,"DE",10882,NA,-0.584688470674223,1.57752263604966
"836",2000-12-31,"AB",14344,NA,-2.69976936643603,-6.59025787965616
"837",2001-03-31,"TOTAL",354301,NA,1.05417777841161,2.88560941329523
"838",2001-03-31,"C",48496,"MANUFACTURING",-0.51490348123987,0.584892354917656
"839",2001-03-31,"F",23385,"CONSTRUCTION",-0.311194475232341,-1.89621177161555
"840",2001-03-31,"G",35048,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2.52749824479288,2.09741319039851
"841",2001-03-31,"H",17001,"TRANSPORTATION AND STORAGE",-2.10744515460355,-0.334154062609912
"842",2001-03-31,"I",10379,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.47827804107426,-0.488974113135185
"843",2001-03-31,"J",17106,"INFORMATION AND COMMUNICATION",2.84992784992785,16.7963949201147
"844",2001-03-31,"K",22921,"FINANCIAL AND INSURANCE ACTIVITIES",3.13624910007199,2.22549281955222
"845",2001-03-31,"L",45080,"REAL ESTATE ACTIVITIES",1.34436401240951,2.19209756761045
"846",2001-03-31,"M",17819,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3.76171897746462,9.74317915871158
"847",2001-03-31,"N",11813,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.80987675601139,10.1753404215631
"848",2001-03-31,"O",24202,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.423236514522827,0.745119260708478
"849",2001-03-31,"P",25324,"EDUCATION",0.376550794720359,1.60080240722166
"850",2001-03-31,"Q",21921,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.837205023230155,4.79491347165121
"851",2001-03-31,"R",6484,"ARTS, ENTERTAINMENT AND RECREATION",-0.567397638399015,-1.54873975098694
"852",2001-03-31,"S",7066,"OTHER SERVICE ACTIVITIES",5.52568697729987,3.82015868351455
"853",2001-03-31,"T",994,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-10.126582278481,4.96304118268216
"854",2001-03-31,"DE",11090,NA,1.91141334313545,5.2381856139685
"855",2001-03-31,"AB",13899,NA,-3.10234244283323,-10.166752843847
"856",2001-06-30,"TOTAL",356668,NA,0.668076014462287,2.71956224350205
"857",2001-06-30,"C",47695,"MANUFACTURING",-1.65168261299901,-1.26894096215948
"858",2001-06-30,"F",23936,"CONSTRUCTION",2.35621124652555,1.62611981488558
"859",2001-06-30,"G",35186,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.393745720155223,1.97362701057817
"860",2001-06-30,"H",17251,"TRANSPORTATION AND STORAGE",1.47050173519206,2.13735938425104
"861",2001-06-30,"I",10660,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2.7073899219578,5.96421471172962
"862",2001-06-30,"J",17210,"INFORMATION AND COMMUNICATION",0.607973810358928,9.04137362985492
"863",2001-06-30,"K",23331,"FINANCIAL AND INSURANCE ACTIVITIES",1.78875267222199,3.91964723174914
"864",2001-06-30,"L",45309,"REAL ESTATE ACTIVITIES",0.507985803016851,2.54152899108315
"865",2001-06-30,"M",18142,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.81267186710814,7.13357741821187
"866",2001-06-30,"N",12105,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2.47185304325743,11.1876550013778
"867",2001-06-30,"O",24140,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.256177175440044,0.759662743133816
"868",2001-06-30,"P",25306,"EDUCATION",-0.0710788185120776,1.34561473768522
"869",2001-06-30,"Q",22213,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.33205601934219,3.81361873159788
"870",2001-06-30,"R",6533,"ARTS, ENTERTAINMENT AND RECREATION",0.755706354102401,2.30191042906358
"871",2001-06-30,"S",7309,"OTHER SERVICE ACTIVITIES",3.43900367959242,8.60326894502228
"872",2001-06-30,"T",1200,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",20.7243460764587,2.91595197255575
"873",2001-06-30,"DE",11082,NA,-0.0721370604147893,2.17591738889912
"874",2001-06-30,"AB",14039,NA,1.00726670983524,-6.35672358591248
"875",2001-09-30,"TOTAL",358828,NA,0.60560521269079,2.78394426955477
"876",2001-09-30,"C",47680,"MANUFACTURING",-0.0314498375091716,-1.11781662830005
"877",2001-09-30,"F",23869,"CONSTRUCTION",-0.279913101604279,3.71062350640887
"878",2001-09-30,"G",35928,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2.10879327005058,5.25575672350149
"879",2001-09-30,"H",17609,"TRANSPORTATION AND STORAGE",2.07524201495566,0.193456614509245
"880",2001-09-30,"I",10821,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.51031894934334,7.61810044753855
"881",2001-09-30,"J",17096,"INFORMATION AND COMMUNICATION",-0.662405578152232,4.56908679429935
"882",2001-09-30,"K",23795,"FINANCIAL AND INSURANCE ACTIVITIES",1.98877030560199,5.27829395628704
"883",2001-09-30,"L",45648,"REAL ESTATE ACTIVITIES",0.748195722704111,2.71364925070878
"884",2001-09-30,"M",18404,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.4441627163488,7.40589436825212
"885",2001-09-30,"N",11999,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-0.875671210243695,5.83928728940637
"886",2001-09-30,"O",24247,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.443247721623848,0.919836843419631
"887",2001-09-30,"P",25376,"EDUCATION",0.276614241681813,1.39449394653775
"888",2001-09-30,"Q",22487,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.23351190744158,4.71245634458673
"889",2001-09-30,"R",6504,"ARTS, ENTERTAINMENT AND RECREATION",-0.443900198989738,0.884132154490459
"890",2001-09-30,"S",7054,"OTHER SERVICE ACTIVITIES",-3.48884936379805,2.93302203414562
"891",2001-09-30,"T",1142,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-4.83333333333333,4.00728597449908
"892",2001-09-30,"DE",10982,NA,-0.902364194188777,0.328887264754243
"893",2001-09-30,"AB",14114,NA,0.534226084478945,-4.25993759327092
"894",2001-12-31,"TOTAL",359860,NA,0.287602974126884,2.63972276493489
"895",2001-12-31,"C",46885,"MANUFACTURING",-1.66736577181209,-3.81972223931729
"896",2001-12-31,"F",24340,"CONSTRUCTION",1.97327076961749,3.75991133088924
"897",2001-12-31,"G",36989,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2.95312847918059,8.20559326000468
"898",2001-12-31,"H",17195,"TRANSPORTATION AND STORAGE",-2.35107047532512,-0.99038406172626
"899",2001-12-31,"I",10840,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.175584511597833,7.03001579778831
"900",2001-12-31,"J",17511,"INFORMATION AND COMMUNICATION",2.42746841366402,5.2849927849928
"901",2001-12-31,"K",24061,"FINANCIAL AND INSURANCE ACTIVITIES",1.11788190796385,8.26583873290136
"902",2001-12-31,"L",45852,"REAL ESTATE ACTIVITIES",0.44689800210304,3.07989748662381
"903",2001-12-31,"M",18145,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-1.4073027602695,5.660047749374
"904",2001-12-31,"N",11383,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-5.13376114676223,-1.8960613634405
